train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
12004,Shatabdi,450,2026-04-09,Thursday,Clear,1,0
12423,Rajdhani,2100,2025-07-11,Friday,Clear,2,0
12004,Shatabdi,450,2025-10-17,Friday,Clear,9,0
12951,Rajdhani,1380,2025-05-21,Wednesday,Clear,17,0
22924,Superfast,1500,2025-04-14,Monday,Rainy,33,0
22924,Superfast,1500,2026-03-26,Thursday,Clear,0,0
22924,Superfast,1500,2025-05-15,Thursday,Clear,1,0
12951,Rajdhani,1380,2025-06-13,Friday,Clear,7,0
12951,Rajdhani,1380,2025-10-28,Tuesday,Clear,7,0
12004,Shatabdi,450,2025-11-06,Thursday,Clear,25,0
12951,Rajdhani,1380,2025-08-30,Saturday,Foggy,56,0
12004,Shatabdi,450,2025-05-04,Sunday,Clear,6,0
12951,Rajdhani,1380,2025-10-17,Friday,Clear,35,0
12423,Rajdhani,2100,2026-01-23,Friday,Clear,9,0
12951,Rajdhani,1380,2025-09-20,Saturday,Stormy,12,0
12004,Shatabdi,450,2025-09-14,Sunday,Foggy,86,1
12423,Rajdhani,2100,2026-01-21,Wednesday,Clear,4,0
11020,Express,1800,2025-07-15,Tuesday,Clear,11,0
22924,Superfast,1500,2025-05-12,Monday,Rainy,42,0
12004,Shatabdi,450,2026-01-30,Friday,Clear,0,0
11020,Express,1800,2025-07-11,Friday,Clear,7,0
12423,Rajdhani,2100,2025-12-14,Sunday,Clear,2,0
11020,Express,1800,2025-06-09,Monday,Rainy,39,0
11020,Express,1800,2025-10-14,Tuesday,Rainy,59,0
12951,Rajdhani,1380,2025-11-25,Tuesday,Clear,7,0
22924,Superfast,1500,2026-01-07,Wednesday,Clear,3,0
12004,Shatabdi,450,2025-09-19,Friday,Rainy,38,0
12004,Shatabdi,450,2025-07-31,Thursday,Clear,3,0
12004,Shatabdi,450,2025-06-10,Tuesday,Clear,1,0
12951,Rajdhani,1380,2025-06-16,Monday,Stormy,1,0
12004,Shatabdi,450,2025-11-13,Thursday,Stormy,1,0
12951,Rajdhani,1380,2025-05-20,Tuesday,Clear,6,0
12004,Shatabdi,450,2025-06-03,Tuesday,Clear,4,0
12951,Rajdhani,1380,2025-06-08,Sunday,Clear,7,0
11020,Express,1800,2025-09-03,Wednesday,Clear,25,0
12004,Shatabdi,450,2025-10-24,Friday,Clear,4,0
12951,Rajdhani,1380,2025-12-22,Monday,Clear,2,0
12951,Rajdhani,1380,2025-04-26,Saturday,Stormy,2,0
11020,Express,1800,2025-04-30,Wednesday,Clear,29,0
11020,Express,1800,2025-08-13,Wednesday,Clear,4,0
22924,Superfast,1500,2025-06-04,Wednesday,Rainy,38,0
12951,Rajdhani,1380,2025-05-26,Monday,Clear,2,0
12004,Shatabdi,450,2025-12-02,Tuesday,Rainy,35,0
22924,Superfast,1500,2025-04-14,Monday,Clear,14,0
12004,Shatabdi,450,2025-08-16,Saturday,Foggy,64,1
12951,Rajdhani,1380,2026-02-03,Tuesday,Foggy,47,0
11020,Express,1800,2025-05-24,Saturday,Stormy,1,0
12004,Shatabdi,450,2025-07-18,Friday,Clear,0,0
11020,Express,1800,2025-10-06,Monday,Rainy,92,1
22924,Superfast,1500,2025-11-08,Saturday,Clear,8,0
12423,Rajdhani,2100,2025-11-25,Tuesday,Clear,4,0
12004,Shatabdi,450,2025-04-15,Tuesday,Rainy,41,0
11020,Express,1800,2025-05-21,Wednesday,Clear,18,0
11020,Express,1800,2025-12-21,Sunday,Clear,40,0
12951,Rajdhani,1380,2025-08-24,Sunday,Stormy,14,0
22924,Superfast,1500,2026-04-01,Wednesday,Clear,11,0
11020,Express,1800,2025-04-28,Monday,Rainy,46,0
12423,Rajdhani,2100,2025-09-30,Tuesday,Rainy,16,0
11020,Express,1800,2025-12-15,Monday,Clear,5,0
12004,Shatabdi,450,2026-03-08,Sunday,Rainy,13,0
12004,Shatabdi,450,2025-05-13,Tuesday,Clear,0,0
12423,Rajdhani,2100,2025-08-13,Wednesday,Clear,9,0
22924,Superfast,1500,2025-04-26,Saturday,Clear,20,0
12951,Rajdhani,1380,2025-11-02,Sunday,Foggy,71,1
11020,Express,1800,2025-06-21,Saturday,Clear,15,0
22924,Superfast,1500,2025-12-19,Friday,Rainy,35,0
11020,Express,1800,2025-12-06,Saturday,Foggy,106,1
22924,Superfast,1500,2025-05-26,Monday,Rainy,58,0
12423,Rajdhani,2100,2026-01-14,Wednesday,Clear,1,0
12423,Rajdhani,2100,2025-05-18,Sunday,Clear,0,0
12951,Rajdhani,1380,2025-07-23,Wednesday,Rainy,24,0
12004,Shatabdi,450,2025-06-14,Saturday,Rainy,17,0
12004,Shatabdi,450,2025-12-21,Sunday,Foggy,69,1
11020,Express,1800,2026-03-03,Tuesday,Rainy,58,0
11020,Express,1800,2025-08-01,Friday,Rainy,24,0
12004,Shatabdi,450,2025-08-20,Wednesday,Foggy,36,0
12951,Rajdhani,1380,2025-09-04,Thursday,Rainy,22,0
12004,Shatabdi,450,2026-02-28,Saturday,Rainy,27,0
11020,Express,1800,2025-06-17,Tuesday,Clear,21,0
12423,Rajdhani,2100,2025-09-23,Tuesday,Stormy,5,0
11020,Express,1800,2025-09-18,Thursday,Clear,13,0
12951,Rajdhani,1380,2025-12-24,Wednesday,Foggy,60,0
22924,Superfast,1500,2025-05-13,Tuesday,Foggy,125,1
22924,Superfast,1500,2025-11-02,Sunday,Clear,8,0
11020,Express,1800,2025-09-21,Sunday,Clear,21,0
12951,Rajdhani,1380,2025-11-24,Monday,Clear,0,0
22924,Superfast,1500,2026-01-05,Monday,Clear,11,0
12423,Rajdhani,2100,2025-11-09,Sunday,Clear,4,0
12423,Rajdhani,2100,2025-06-11,Wednesday,Clear,9,0
11020,Express,1800,2025-04-25,Friday,Clear,6,0
12951,Rajdhani,1380,2025-04-19,Saturday,Clear,2,0
12423,Rajdhani,2100,2025-12-31,Wednesday,Clear,3,0
11020,Express,1800,2026-03-29,Sunday,Stormy,0,0
12951,Rajdhani,1380,2026-02-27,Friday,Clear,11,0
12423,Rajdhani,2100,2025-12-13,Saturday,Clear,15,0
12004,Shatabdi,450,2025-12-01,Monday,Clear,2,0
22924,Superfast,1500,2025-05-21,Wednesday,Clear,4,0
12951,Rajdhani,1380,2026-01-05,Monday,Clear,5,0
22924,Superfast,1500,2026-02-02,Monday,Rainy,47,0
22924,Superfast,1500,2025-05-14,Wednesday,Foggy,107,1
11020,Express,1800,2026-03-08,Sunday,Clear,0,0
12423,Rajdhani,2100,2025-10-01,Wednesday,Foggy,61,1
12423,Rajdhani,2100,2026-03-14,Saturday,Foggy,77,1
12951,Rajdhani,1380,2025-09-30,Tuesday,Rainy,46,0
12423,Rajdhani,2100,2025-09-27,Saturday,Clear,1,0
22924,Superfast,1500,2025-08-11,Monday,Clear,1,0
11020,Express,1800,2025-12-31,Wednesday,Clear,6,0
12004,Shatabdi,450,2025-11-29,Saturday,Clear,7,0
11020,Express,1800,2025-06-21,Saturday,Clear,67,1
12951,Rajdhani,1380,2025-08-07,Thursday,Rainy,15,0
12004,Shatabdi,450,2026-04-08,Wednesday,Clear,8,0
12004,Shatabdi,450,2026-04-05,Sunday,Clear,5,0
11020,Express,1800,2025-04-20,Sunday,Clear,5,0
12951,Rajdhani,1380,2025-12-12,Friday,Clear,0,0
12004,Shatabdi,450,2025-10-17,Friday,Clear,19,0
11020,Express,1800,2026-02-14,Saturday,Rainy,36,0
11020,Express,1800,2025-04-23,Wednesday,Clear,20,0
11020,Express,1800,2025-10-17,Friday,Stormy,5,0
12423,Rajdhani,2100,2026-03-07,Saturday,Clear,3,0
22924,Superfast,1500,2025-04-30,Wednesday,Stormy,15,0
12423,Rajdhani,2100,2026-02-20,Friday,Clear,5,0
12951,Rajdhani,1380,2025-11-22,Saturday,Rainy,14,0
11020,Express,1800,2025-09-08,Monday,Foggy,120,1
12951,Rajdhani,1380,2025-09-27,Saturday,Clear,6,0
11020,Express,1800,2026-01-12,Monday,Clear,9,0
22924,Superfast,1500,2025-12-19,Friday,Clear,0,0
12423,Rajdhani,2100,2025-05-26,Monday,Clear,3,0
12004,Shatabdi,450,2025-05-27,Tuesday,Clear,21,0
12004,Shatabdi,450,2026-02-21,Saturday,Rainy,17,0
22924,Superfast,1500,2025-12-12,Friday,Rainy,40,0
12951,Rajdhani,1380,2025-07-05,Saturday,Clear,3,0
12423,Rajdhani,2100,2025-09-27,Saturday,Clear,2,0
11020,Express,1800,2026-01-24,Saturday,Clear,11,0
12951,Rajdhani,1380,2026-03-24,Tuesday,Clear,2,0
22924,Superfast,1500,2025-11-18,Tuesday,Clear,49,0
12423,Rajdhani,2100,2025-11-06,Thursday,Clear,7,0
22924,Superfast,1500,2025-04-24,Thursday,Foggy,136,1
22924,Superfast,1500,2025-05-29,Thursday,Rainy,84,1
12004,Shatabdi,450,2025-09-02,Tuesday,Clear,2,0
22924,Superfast,1500,2026-02-09,Monday,Clear,3,0
22924,Superfast,1500,2025-11-25,Tuesday,Clear,19,0
22924,Superfast,1500,2025-08-14,Thursday,Clear,26,0
12951,Rajdhani,1380,2025-12-10,Wednesday,Clear,14,0
11020,Express,1800,2025-05-10,Saturday,Clear,0,0
22924,Superfast,1500,2025-07-29,Tuesday,Stormy,60,0
12004,Shatabdi,450,2025-09-29,Monday,Clear,7,0
12004,Shatabdi,450,2025-12-06,Saturday,Rainy,20,0
12004,Shatabdi,450,2025-07-02,Wednesday,Clear,7,0
12423,Rajdhani,2100,2026-03-27,Friday,Clear,5,0
22924,Superfast,1500,2026-02-07,Saturday,Clear,12,0
11020,Express,1800,2025-07-02,Wednesday,Clear,5,0
12951,Rajdhani,1380,2025-10-10,Friday,Clear,11,0
12004,Shatabdi,450,2026-03-02,Monday,Foggy,85,1
22924,Superfast,1500,2025-07-03,Thursday,Foggy,79,1
12951,Rajdhani,1380,2025-11-26,Wednesday,Stormy,4,0
22924,Superfast,1500,2025-04-17,Thursday,Clear,25,0
22924,Superfast,1500,2026-02-27,Friday,Clear,27,0
12951,Rajdhani,1380,2026-03-16,Monday,Clear,14,0
11020,Express,1800,2025-06-28,Saturday,Clear,4,0
22924,Superfast,1500,2025-06-07,Saturday,Foggy,124,1
12004,Shatabdi,450,2026-01-15,Thursday,Foggy,63,1
22924,Superfast,1500,2025-11-27,Thursday,Clear,21,0
12951,Rajdhani,1380,2026-03-17,Tuesday,Foggy,67,1
12004,Shatabdi,450,2025-05-17,Saturday,Rainy,27,0
12004,Shatabdi,450,2025-04-30,Wednesday,Rainy,33,0
11020,Express,1800,2026-01-10,Saturday,Clear,14,0
12951,Rajdhani,1380,2025-09-04,Thursday,Clear,3,0
22924,Superfast,1500,2026-03-03,Tuesday,Rainy,27,0
12423,Rajdhani,2100,2026-03-10,Tuesday,Foggy,78,1
22924,Superfast,1500,2025-11-25,Tuesday,Clear,2,0
11020,Express,1800,2025-09-23,Tuesday,Rainy,44,0
22924,Superfast,1500,2026-01-08,Thursday,Clear,9,0
12004,Shatabdi,450,2026-02-28,Saturday,Rainy,25,0
11020,Express,1800,2025-11-25,Tuesday,Clear,3,0
12004,Shatabdi,450,2025-05-17,Saturday,Foggy,81,1
12004,Shatabdi,450,2026-03-31,Tuesday,Clear,2,0
12951,Rajdhani,1380,2025-09-11,Thursday,Rainy,27,0
12423,Rajdhani,2100,2025-04-18,Friday,Foggy,65,1
22924,Superfast,1500,2025-12-21,Sunday,Rainy,78,1
12423,Rajdhani,2100,2025-05-10,Saturday,Clear,1,0
11020,Express,1800,2025-12-22,Monday,Clear,26,0
12951,Rajdhani,1380,2026-02-13,Friday,Clear,17,0
12004,Shatabdi,450,2025-05-30,Friday,Clear,13,0
12951,Rajdhani,1380,2025-12-09,Tuesday,Clear,15,0
12004,Shatabdi,450,2025-10-03,Friday,Foggy,65,1
12423,Rajdhani,2100,2026-01-17,Saturday,Clear,26,0
12423,Rajdhani,2100,2025-12-02,Tuesday,Clear,10,0
12423,Rajdhani,2100,2026-01-11,Sunday,Clear,10,0
12951,Rajdhani,1380,2025-06-29,Sunday,Clear,10,0
12951,Rajdhani,1380,2025-05-02,Friday,Foggy,56,0
12004,Shatabdi,450,2026-01-22,Thursday,Clear,3,0
12004,Shatabdi,450,2025-07-28,Monday,Clear,24,0
22924,Superfast,1500,2025-07-29,Tuesday,Clear,18,0
12951,Rajdhani,1380,2025-07-29,Tuesday,Clear,2,0
12423,Rajdhani,2100,2025-08-28,Thursday,Clear,14,0
11020,Express,1800,2025-06-15,Sunday,Rainy,22,0
12423,Rajdhani,2100,2026-01-04,Sunday,Clear,0,0
12951,Rajdhani,1380,2025-08-09,Saturday,Clear,9,0
22924,Superfast,1500,2026-04-04,Saturday,Rainy,61,1
12423,Rajdhani,2100,2025-09-16,Tuesday,Clear,1,0
12951,Rajdhani,1380,2025-10-28,Tuesday,Rainy,22,0
22924,Superfast,1500,2025-07-27,Sunday,Clear,6,0
11020,Express,1800,2026-02-12,Thursday,Clear,11,0
11020,Express,1800,2025-11-15,Saturday,Clear,10,0
12423,Rajdhani,2100,2026-02-11,Wednesday,Clear,0,0
11020,Express,1800,2025-09-03,Wednesday,Clear,13,0
11020,Express,1800,2025-06-14,Saturday,Rainy,68,1
22924,Superfast,1500,2025-10-31,Friday,Clear,1,0
11020,Express,1800,2025-08-28,Thursday,Foggy,164,1
11020,Express,1800,2026-03-14,Saturday,Rainy,50,0
22924,Superfast,1500,2025-09-18,Thursday,Foggy,181,1
22924,Superfast,1500,2025-08-21,Thursday,Clear,33,0
12004,Shatabdi,450,2025-09-05,Friday,Foggy,55,0
22924,Superfast,1500,2026-04-06,Monday,Foggy,206,1
12004,Shatabdi,450,2025-06-10,Tuesday,Clear,1,0
12004,Shatabdi,450,2025-09-11,Thursday,Clear,6,0
12004,Shatabdi,450,2026-03-19,Thursday,Foggy,57,0
22924,Superfast,1500,2025-05-30,Friday,Foggy,198,1
22924,Superfast,1500,2025-08-03,Sunday,Clear,54,0
12951,Rajdhani,1380,2026-01-20,Tuesday,Stormy,3,0
11020,Express,1800,2025-07-18,Friday,Clear,26,0
11020,Express,1800,2025-09-08,Monday,Rainy,46,0
22924,Superfast,1500,2025-07-09,Wednesday,Foggy,126,1
12423,Rajdhani,2100,2026-01-12,Monday,Stormy,2,0
12423,Rajdhani,2100,2025-11-26,Wednesday,Clear,17,0
12423,Rajdhani,2100,2026-03-11,Wednesday,Clear,17,0
12004,Shatabdi,450,2025-07-18,Friday,Clear,5,0
12951,Rajdhani,1380,2025-08-19,Tuesday,Clear,23,0
12004,Shatabdi,450,2025-08-03,Sunday,Rainy,29,0
12951,Rajdhani,1380,2025-12-09,Tuesday,Foggy,55,0
12951,Rajdhani,1380,2025-10-31,Friday,Clear,0,0
12951,Rajdhani,1380,2025-11-15,Saturday,Clear,2,0
12004,Shatabdi,450,2025-08-21,Thursday,Foggy,57,0
11020,Express,1800,2025-04-27,Sunday,Clear,9,0
22924,Superfast,1500,2025-12-16,Tuesday,Foggy,155,1
12951,Rajdhani,1380,2025-06-23,Monday,Foggy,59,0
11020,Express,1800,2026-01-09,Friday,Clear,2,0
12004,Shatabdi,450,2025-08-24,Sunday,Rainy,30,0
12951,Rajdhani,1380,2025-12-05,Friday,Rainy,23,0
11020,Express,1800,2025-05-15,Thursday,Clear,52,0
12004,Shatabdi,450,2025-06-22,Sunday,Rainy,38,0
12423,Rajdhani,2100,2025-12-24,Wednesday,Foggy,45,0
12951,Rajdhani,1380,2026-03-15,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-09-16,Tuesday,Clear,1,0
12423,Rajdhani,2100,2025-07-20,Sunday,Rainy,19,0
12951,Rajdhani,1380,2025-09-11,Thursday,Clear,1,0
12004,Shatabdi,450,2025-06-02,Monday,Clear,3,0
11020,Express,1800,2025-05-14,Wednesday,Clear,25,0
12951,Rajdhani,1380,2026-02-15,Sunday,Foggy,78,1
22924,Superfast,1500,2025-09-21,Sunday,Stormy,10,0
12951,Rajdhani,1380,2026-03-14,Saturday,Clear,0,0
11020,Express,1800,2026-01-11,Sunday,Rainy,25,0
12951,Rajdhani,1380,2025-10-11,Saturday,Foggy,63,1
12951,Rajdhani,1380,2025-05-23,Friday,Clear,4,0
22924,Superfast,1500,2025-05-11,Sunday,Foggy,138,1
12004,Shatabdi,450,2025-12-15,Monday,Clear,6,0
22924,Superfast,1500,2025-04-14,Monday,Foggy,209,1
11020,Express,1800,2026-02-04,Wednesday,Clear,39,0
11020,Express,1800,2026-04-09,Thursday,Clear,8,0
12423,Rajdhani,2100,2025-11-24,Monday,Clear,34,0
12423,Rajdhani,2100,2025-08-11,Monday,Clear,4,0
11020,Express,1800,2025-05-31,Saturday,Foggy,135,1
11020,Express,1800,2025-12-06,Saturday,Clear,12,0
22924,Superfast,1500,2025-06-14,Saturday,Clear,12,0
11020,Express,1800,2026-03-11,Wednesday,Clear,7,0
11020,Express,1800,2026-01-31,Saturday,Foggy,131,1
22924,Superfast,1500,2026-02-05,Thursday,Clear,35,0
11020,Express,1800,2026-03-28,Saturday,Rainy,43,0
22924,Superfast,1500,2025-04-16,Wednesday,Stormy,8,0
12004,Shatabdi,450,2026-01-11,Sunday,Clear,12,0
12951,Rajdhani,1380,2026-03-08,Sunday,Clear,3,0
12951,Rajdhani,1380,2025-08-15,Friday,Foggy,75,1
11020,Express,1800,2026-02-15,Sunday,Rainy,36,0
12951,Rajdhani,1380,2026-02-14,Saturday,Clear,3,0
12004,Shatabdi,450,2025-06-25,Wednesday,Rainy,13,0
12951,Rajdhani,1380,2025-12-24,Wednesday,Clear,0,0
12423,Rajdhani,2100,2025-09-17,Wednesday,Clear,12,0
12951,Rajdhani,1380,2025-12-21,Sunday,Clear,3,0
11020,Express,1800,2026-02-26,Thursday,Foggy,122,1
12423,Rajdhani,2100,2025-07-06,Sunday,Clear,9,0
12423,Rajdhani,2100,2025-05-04,Sunday,Rainy,21,0
12004,Shatabdi,450,2026-02-01,Sunday,Clear,7,0
11020,Express,1800,2025-12-14,Sunday,Clear,0,0
12004,Shatabdi,450,2026-01-25,Sunday,Clear,3,0
12004,Shatabdi,450,2025-06-24,Tuesday,Clear,0,0
11020,Express,1800,2025-12-08,Monday,Clear,1,0
12423,Rajdhani,2100,2026-03-19,Thursday,Clear,25,0
22924,Superfast,1500,2026-03-23,Monday,Stormy,16,0
12004,Shatabdi,450,2026-02-14,Saturday,Rainy,23,0
12423,Rajdhani,2100,2026-03-12,Thursday,Foggy,66,1
12004,Shatabdi,450,2025-08-19,Tuesday,Clear,1,0
11020,Express,1800,2026-01-17,Saturday,Clear,3,0
12004,Shatabdi,450,2025-08-27,Wednesday,Clear,2,0
12004,Shatabdi,450,2025-09-09,Tuesday,Clear,2,0
12423,Rajdhani,2100,2026-02-21,Saturday,Clear,3,0
12951,Rajdhani,1380,2025-12-27,Saturday,Foggy,68,1
12423,Rajdhani,2100,2025-07-08,Tuesday,Clear,5,0
12423,Rajdhani,2100,2025-12-26,Friday,Rainy,26,0
12423,Rajdhani,2100,2025-10-04,Saturday,Clear,7,0
12004,Shatabdi,450,2025-12-28,Sunday,Clear,15,0
12951,Rajdhani,1380,2026-04-12,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-08-27,Wednesday,Stormy,1,0
12004,Shatabdi,450,2025-07-01,Tuesday,Foggy,69,1
22924,Superfast,1500,2025-04-28,Monday,Clear,0,0
12423,Rajdhani,2100,2025-12-16,Tuesday,Clear,9,0
12951,Rajdhani,1380,2025-08-05,Tuesday,Clear,2,0
22924,Superfast,1500,2025-05-13,Tuesday,Clear,20,0
12004,Shatabdi,450,2026-02-02,Monday,Rainy,29,0
12951,Rajdhani,1380,2025-12-24,Wednesday,Clear,0,0
12951,Rajdhani,1380,2025-11-23,Sunday,Rainy,19,0
11020,Express,1800,2025-06-20,Friday,Rainy,45,0
12423,Rajdhani,2100,2025-05-30,Friday,Rainy,17,0
11020,Express,1800,2026-02-05,Thursday,Clear,1,0
12004,Shatabdi,450,2025-04-28,Monday,Stormy,9,0
22924,Superfast,1500,2026-04-09,Thursday,Clear,1,0
11020,Express,1800,2025-08-17,Sunday,Clear,9,0
11020,Express,1800,2026-01-01,Thursday,Rainy,28,0
12951,Rajdhani,1380,2026-02-13,Friday,Clear,16,0
12423,Rajdhani,2100,2025-09-19,Friday,Clear,0,0
12951,Rajdhani,1380,2025-11-08,Saturday,Clear,3,0
12423,Rajdhani,2100,2025-11-08,Saturday,Clear,9,0
11020,Express,1800,2026-02-05,Thursday,Clear,0,0
12951,Rajdhani,1380,2025-05-21,Wednesday,Clear,6,0
11020,Express,1800,2026-03-11,Wednesday,Clear,10,0
22924,Superfast,1500,2025-05-01,Thursday,Rainy,47,0
12004,Shatabdi,450,2025-10-17,Friday,Rainy,8,0
22924,Superfast,1500,2025-06-08,Sunday,Clear,6,0
12951,Rajdhani,1380,2025-07-30,Wednesday,Rainy,12,0
22924,Superfast,1500,2025-07-21,Monday,Rainy,27,0
12951,Rajdhani,1380,2026-01-06,Tuesday,Clear,3,0
11020,Express,1800,2026-01-03,Saturday,Clear,10,0
12951,Rajdhani,1380,2026-02-09,Monday,Clear,5,0
11020,Express,1800,2025-12-09,Tuesday,Clear,9,0
12951,Rajdhani,1380,2026-04-05,Sunday,Clear,12,0
22924,Superfast,1500,2025-12-30,Tuesday,Clear,3,0
12423,Rajdhani,2100,2026-02-05,Thursday,Clear,0,0
12423,Rajdhani,2100,2026-03-28,Saturday,Stormy,7,0
12951,Rajdhani,1380,2025-10-23,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-07-25,Friday,Foggy,55,0
12423,Rajdhani,2100,2025-10-08,Wednesday,Clear,9,0
22924,Superfast,1500,2025-05-25,Sunday,Clear,21,0
12004,Shatabdi,450,2026-01-14,Wednesday,Rainy,14,0
22924,Superfast,1500,2026-01-03,Saturday,Clear,0,0
11020,Express,1800,2026-02-23,Monday,Clear,9,0
22924,Superfast,1500,2025-08-21,Thursday,Clear,1,0
11020,Express,1800,2025-11-29,Saturday,Clear,56,0
12951,Rajdhani,1380,2026-04-02,Thursday,Rainy,20,0
12004,Shatabdi,450,2025-07-11,Friday,Clear,4,0
11020,Express,1800,2026-01-02,Friday,Clear,2,0
12004,Shatabdi,450,2025-08-10,Sunday,Clear,18,0
12423,Rajdhani,2100,2025-10-19,Sunday,Clear,7,0
12951,Rajdhani,1380,2025-06-26,Thursday,Clear,15,0
22924,Superfast,1500,2025-05-29,Thursday,Clear,2,0
22924,Superfast,1500,2025-12-22,Monday,Stormy,4,0
12951,Rajdhani,1380,2025-07-12,Saturday,Clear,0,0
11020,Express,1800,2025-07-18,Friday,Rainy,48,0
22924,Superfast,1500,2025-08-11,Monday,Foggy,111,1
11020,Express,1800,2025-05-16,Friday,Clear,0,0
11020,Express,1800,2025-11-24,Monday,Clear,23,0
12951,Rajdhani,1380,2026-03-20,Friday,Clear,34,0
12951,Rajdhani,1380,2026-02-23,Monday,Clear,3,0
22924,Superfast,1500,2025-11-11,Tuesday,Clear,18,0
12004,Shatabdi,450,2025-11-29,Saturday,Clear,30,0
12423,Rajdhani,2100,2026-02-19,Thursday,Clear,4,0
12423,Rajdhani,2100,2025-11-02,Sunday,Clear,0,0
12004,Shatabdi,450,2026-03-01,Sunday,Foggy,65,1
12423,Rajdhani,2100,2026-02-10,Tuesday,Rainy,20,0
22924,Superfast,1500,2025-12-28,Sunday,Clear,8,0
22924,Superfast,1500,2026-01-03,Saturday,Clear,7,0
12951,Rajdhani,1380,2026-01-10,Saturday,Clear,0,0
11020,Express,1800,2025-04-16,Wednesday,Clear,24,0
22924,Superfast,1500,2025-11-09,Sunday,Rainy,41,0
12423,Rajdhani,2100,2025-04-30,Wednesday,Clear,19,0
22924,Superfast,1500,2026-03-13,Friday,Clear,11,0
11020,Express,1800,2025-04-21,Monday,Clear,1,0
12423,Rajdhani,2100,2026-01-10,Saturday,Clear,2,0
12423,Rajdhani,2100,2025-10-08,Wednesday,Clear,4,0
12004,Shatabdi,450,2026-02-12,Thursday,Clear,3,0
12951,Rajdhani,1380,2025-07-04,Friday,Clear,13,0
11020,Express,1800,2026-03-09,Monday,Clear,19,0
12004,Shatabdi,450,2026-03-30,Monday,Clear,7,0
12004,Shatabdi,450,2025-06-12,Thursday,Clear,17,0
11020,Express,1800,2026-01-19,Monday,Clear,17,0
12004,Shatabdi,450,2026-02-20,Friday,Clear,2,0
11020,Express,1800,2026-04-13,Monday,Clear,13,0
12423,Rajdhani,2100,2026-01-20,Tuesday,Rainy,12,0
12423,Rajdhani,2100,2025-06-23,Monday,Rainy,15,0
12951,Rajdhani,1380,2025-08-18,Monday,Clear,0,0
12004,Shatabdi,450,2026-01-20,Tuesday,Clear,13,0
12004,Shatabdi,450,2025-09-08,Monday,Rainy,17,0
11020,Express,1800,2026-02-11,Wednesday,Foggy,123,1
12004,Shatabdi,450,2025-08-28,Thursday,Rainy,34,0
11020,Express,1800,2025-11-01,Saturday,Rainy,32,0
12951,Rajdhani,1380,2025-09-12,Friday,Stormy,6,0
12951,Rajdhani,1380,2025-07-21,Monday,Foggy,85,1
11020,Express,1800,2025-08-03,Sunday,Foggy,207,1
12423,Rajdhani,2100,2026-01-11,Sunday,Rainy,19,0
11020,Express,1800,2025-06-20,Friday,Clear,27,0
12951,Rajdhani,1380,2025-05-08,Thursday,Rainy,13,0
12951,Rajdhani,1380,2025-06-10,Tuesday,Clear,10,0
22924,Superfast,1500,2025-11-14,Friday,Stormy,13,0
12004,Shatabdi,450,2026-01-21,Wednesday,Clear,9,0
22924,Superfast,1500,2025-05-28,Wednesday,Clear,14,0
12423,Rajdhani,2100,2025-07-24,Thursday,Clear,22,0
12951,Rajdhani,1380,2025-06-29,Sunday,Rainy,37,0
22924,Superfast,1500,2025-07-30,Wednesday,Stormy,18,0
12951,Rajdhani,1380,2026-01-31,Saturday,Clear,4,0
12423,Rajdhani,2100,2025-09-25,Thursday,Clear,1,0
12004,Shatabdi,450,2025-08-29,Friday,Clear,12,0
12423,Rajdhani,2100,2026-02-08,Sunday,Clear,1,0
22924,Superfast,1500,2025-07-05,Saturday,Foggy,128,1
12004,Shatabdi,450,2026-03-20,Friday,Clear,9,0
12951,Rajdhani,1380,2026-01-27,Tuesday,Clear,9,0
11020,Express,1800,2026-04-12,Sunday,Clear,3,0
12004,Shatabdi,450,2026-04-08,Wednesday,Clear,14,0
12951,Rajdhani,1380,2025-11-06,Thursday,Foggy,77,1
12951,Rajdhani,1380,2025-12-10,Wednesday,Rainy,21,0
11020,Express,1800,2025-09-09,Tuesday,Rainy,17,0
12951,Rajdhani,1380,2025-06-27,Friday,Clear,3,0
12951,Rajdhani,1380,2025-12-08,Monday,Stormy,1,0
22924,Superfast,1500,2025-12-22,Monday,Clear,1,0
22924,Superfast,1500,2025-11-01,Saturday,Foggy,151,1
11020,Express,1800,2025-09-14,Sunday,Stormy,45,0
22924,Superfast,1500,2025-10-11,Saturday,Clear,2,0
12951,Rajdhani,1380,2025-12-18,Thursday,Clear,3,0
12423,Rajdhani,2100,2025-05-14,Wednesday,Clear,1,0
12423,Rajdhani,2100,2025-04-14,Monday,Clear,1,0
22924,Superfast,1500,2025-10-25,Saturday,Clear,5,0
11020,Express,1800,2025-05-19,Monday,Clear,5,0
12004,Shatabdi,450,2025-11-17,Monday,Clear,1,0
11020,Express,1800,2025-08-29,Friday,Clear,2,0
12423,Rajdhani,2100,2025-07-14,Monday,Foggy,62,1
12423,Rajdhani,2100,2025-10-05,Sunday,Clear,10,0
22924,Superfast,1500,2026-01-08,Thursday,Clear,10,0
11020,Express,1800,2025-11-11,Tuesday,Clear,7,0
11020,Express,1800,2025-10-08,Wednesday,Rainy,54,0
22924,Superfast,1500,2026-03-08,Sunday,Clear,64,1
